Class,Branch,Count_GA,Count_RW
net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,36,0,0
net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,20,30,30
net.virtualinfinity.atrobots.robot.Robot,74,0,0
net.virtualinfinity.atrobots.robot.Robot,104,0,0
net.virtualinfinity.atrobots.robot.Robot,97,0,0
net.virtualinfinity.atrobots.robot.Robot,111,0,0
net.virtualinfinity.atrobots.robot.Robot,71,0,0
net.virtualinfinity.atrobots.robot.Robot,75,0,0
net.virtualinfinity.atrobots.robot.Robot,5,0,0
net.virtualinfinity.atrobots.robot.Robot,8,26,17
net.virtualinfinity.atrobots.robot.Robot,17,30,28
net.virtualinfinity.atrobots.robot.Robot,13,30,29
net.virtualinfinity.atrobots.robot.Robot,46,30,30
Newzgrabber.BatchDriver,29,0,0
Newzgrabber.Downloader,89,0,0
Newzgrabber.Downloader,60,0,0
Newzgrabber.Downloader,132,0,0
Newzgrabber.Downloader,61,0,0
Newzgrabber.Downloader,154,0,0
Newzgrabber.Downloader,66,0,0
Newzgrabber.Downloader,250,0,0
Newzgrabber.Downloader,262,0,0
Newzgrabber.Downloader,211,0,0
Newzgrabber.Downloader,216,0,0
Newzgrabber.Downloader,240,0,0
Newzgrabber.Downloader,170,30,30
Newzgrabber.Newzgrabber,44,0,0
Newzgrabber.Newzgrabber,71,0,0
Newzgrabber.Newzgrabber,73,0,0
Newzgrabber.Newzgrabber,17,30,30
nu.staldal.lagoon.LagoonCLI,56,0,0
nu.staldal.lagoon.LagoonCLI,25,0,0
nu.staldal.lagoon.LagoonCLI,37,0,0
nu.staldal.lagoon.LagoonCLI,34,0,0
nu.staldal.lagoon.LagoonCLI,26,30,2
nu.staldal.lagoon.LagoonCLI,11,30,30
nu.staldal.lagoon.LagoonGUI,60,0,0
nu.staldal.lagoon.LagoonGUI,50,0,0
nu.staldal.lagoon.LagoonGUI,58,0,0
nu.staldal.lagoon.LagoonGUI,24,0,0
org.apache.commons.cli.HelpFormatter,85,0,0
org.apache.commons.cli.HelpFormatter,133,11,0
org.apache.commons.cli.HelpFormatter,1,30,8
org.apache.commons.cli.HelpFormatter,143,30,14
org.apache.commons.cli.HelpFormatter,76,30,27
org.apache.commons.cli.HelpFormatter,41,30,27
org.apache.commons.cli.HelpFormatter,65,30,30
org.apache.commons.cli.HelpFormatter,103,30,30
org.apache.commons.cli.HelpFormatter,102,30,30
org.apache.commons.cli.HelpFormatter,14,30,30
org.apache.commons.cli.HelpFormatter,8,30,30
org.apache.commons.cli.Option,66,30,1
org.apache.commons.cli.Option,65,30,1
org.apache.commons.cli.Option,31,30,3
org.apache.commons.cli.Option,27,30,19
org.apache.commons.cli.Option,90,30,28
org.apache.commons.cli.Option,93,30,28
org.apache.commons.cli.Option,39,30,29
org.apache.commons.cli.Option,11,30,30
org.apache.commons.collections4.list.TreeList,176,29,0
org.apache.commons.collections4.list.TreeList,62,14,0
org.apache.commons.collections4.list.TreeList,74,27,0
org.apache.commons.collections4.list.TreeList,156,30,1
org.apache.commons.collections4.list.TreeList,204,30,1
org.apache.commons.collections4.list.TreeList,215,30,1
org.apache.commons.collections4.list.TreeList,169,30,2
org.apache.commons.collections4.list.TreeList,174,30,11
org.apache.commons.collections4.list.TreeList,71,30,11
org.apache.commons.collections4.list.TreeList,86,30,17
org.apache.commons.collections4.list.TreeList,46,30,30
org.apache.commons.lang3.BooleanUtils,117,0,0
org.apache.commons.lang3.BooleanUtils,120,0,0
org.apache.commons.lang3.BooleanUtils,121,0,0
org.apache.commons.lang3.BooleanUtils,59,7,0
org.apache.commons.lang3.BooleanUtils,130,7,1
org.apache.commons.lang3.BooleanUtils,146,30,8
org.apache.commons.lang3.BooleanUtils,162,27,12
org.apache.commons.lang3.BooleanUtils,77,30,16
org.apache.commons.lang3.BooleanUtils,249,27,20
org.apache.commons.lang3.BooleanUtils,198,24,21
org.apache.commons.lang3.BooleanUtils,205,28,21
org.apache.commons.lang3.BooleanUtils,42,30,23
org.apache.commons.lang3.BooleanUtils,29,28,29
org.apache.commons.lang3.BooleanUtils,176,30,29
org.apache.commons.lang3.BooleanUtils,178,30,29
org.apache.commons.lang3.builder.CompareToBuilder,112,0,0
org.apache.commons.lang3.builder.CompareToBuilder,233,8,0
org.apache.commons.lang3.builder.CompareToBuilder,61,22,1
org.apache.commons.lang3.builder.CompareToBuilder,90,19,1
org.apache.commons.lang3.builder.CompareToBuilder,81,23,2
org.apache.commons.lang3.builder.CompareToBuilder,143,20,3
org.apache.commons.lang3.builder.CompareToBuilder,171,22,3
org.apache.commons.lang3.builder.CompareToBuilder,169,27,6
org.apache.commons.lang3.builder.CompareToBuilder,137,28,18
org.apache.commons.lang3.builder.CompareToBuilder,176,30,28
org.apache.commons.lang3.builder.CompareToBuilder,8,30,30
org.apache.commons.lang3.builder.CompareToBuilder,5,30,30
org.apache.commons.lang3.builder.CompareToBuilder,55,30,30
org.apache.commons.lang3.builder.CompareToBuilder,121,30,30
org.apache.commons.lang3.builder.CompareToBuilder,145,29,30
org.apache.commons.lang3.builder.CompareToBuilder,161,29,30
org.apache.commons.lang3.builder.CompareToBuilder,1,30,30
org.apache.commons.lang3.builder.HashCodeBuilder,22,30,10
org.apache.commons.lang3.builder.HashCodeBuilder,49,30,30
org.apache.commons.lang3.builder.HashCodeBuilder,60,30,30
org.apache.commons.lang3.builder.HashCodeBuilder,27,30,30
org.apache.commons.lang3.builder.HashCodeBuilder,53,30,30
org.apache.commons.lang3.builder.HashCodeBuilder,103,30,30
org.apache.commons.lang3.builder.HashCodeBuilder,7,30,30
org.apache.commons.lang3.builder.HashCodeBuilder,108,30,30
org.apache.commons.lang3.builder.HashCodeBuilder,107,30,30
org.apache.commons.lang3.ClassUtils,37,5,0
org.apache.commons.lang3.ClassUtils,236,0,0
org.apache.commons.lang3.ClassUtils,196,0,0
org.apache.commons.lang3.ClassUtils,237,0,0
org.apache.commons.lang3.ClassUtils,43,0,0
org.apache.commons.lang3.ClassUtils,255,0,0
org.apache.commons.lang3.ClassUtils,253,0,0
org.apache.commons.lang3.ClassUtils,252,0,0
org.apache.commons.lang3.ClassUtils,247,0,0
org.apache.commons.lang3.ClassUtils,13,29,9
org.apache.commons.lang3.ClassUtils,31,29,12
org.apache.commons.lang3.ClassUtils,85,28,15
org.apache.commons.lang3.ClassUtils,108,30,30
org.apache.commons.lang3.ClassUtils,36,30,30
org.apache.commons.lang3.ClassUtils,7,30,30
org.apache.commons.lang3.ClassUtils,54,29,30
org.apache.commons.lang3.LocaleUtils,57,28,0
org.apache.commons.lang3.LocaleUtils,61,30,3
org.apache.commons.lang3.LocaleUtils,22,30,25
org.apache.commons.lang3.LocaleUtils,16,30,29
org.apache.commons.lang3.LocaleUtils,94,30,30
org.apache.commons.lang3.LocaleUtils,10,30,30
org.apache.commons.lang3.LocaleUtils,6,30,30
org.apache.commons.lang3.text.ExtendedMessageFormat,73,0,0
org.apache.commons.lang3.text.ExtendedMessageFormat,51,0,0
org.apache.commons.lang3.text.ExtendedMessageFormat,109,19,2
org.apache.commons.lang3.text.ExtendedMessageFormat,25,30,30
org.apache.commons.lang3.text.ExtendedMessageFormat,4,30,30
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,2,0,0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,36,7,0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,21,3,0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,25,0,0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,24,1,0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,46,0,0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,48,0,0
org.apache.commons.lang3.time.DateUtils,239,0,0
org.apache.commons.lang3.time.DateUtils,238,0,0
org.apache.commons.lang3.time.DateUtils,255,1,0
org.apache.commons.lang3.time.DateUtils,280,0,0
org.apache.commons.lang3.time.DateUtils,101,1,0
org.apache.commons.lang3.time.DateUtils,141,18,1
org.apache.commons.lang3.time.DateUtils,156,20,3
org.apache.commons.lang3.time.DateUtils,4,22,3
org.apache.commons.lang3.time.DateUtils,285,12,7
org.apache.commons.lang3.time.DateUtils,47,23,12
org.apache.commons.lang3.time.DateUtils,265,22,12
org.apache.commons.lang3.time.DateUtils,45,27,20
org.apache.commons.lang3.time.DateUtils,43,29,24
org.apache.commons.lang3.time.DateUtils,191,29,25
org.apache.commons.lang3.time.DateUtils,207,30,30
org.apache.commons.lang3.time.DateUtils,208,30,30
org.apache.commons.lang3.time.DateUtils,184,25,30
org.apache.commons.lang3.time.DateUtils,84,30,30
org.apache.commons.lang3.time.DateUtils,39,30,30
org.apache.commons.lang3.time.DateUtils,133,29,30
org.apache.commons.lang3.time.DurationFormatUtils,99,0,0
org.apache.commons.lang3.time.DurationFormatUtils,133,30,16
org.apache.commons.lang3.time.DurationFormatUtils,115,30,30
org.apache.commons.lang3.time.DurationFormatUtils,122,30,30
org.apache.commons.lang3.time.DurationFormatUtils,37,30,30
org.apache.commons.lang3.time.DurationFormatUtils,20,30,30
org.apache.commons.lang3.time.DurationFormatUtils,46,30,30
org.apache.commons.lang3.time.DurationFormatUtils,34,30,30
org.apache.commons.lang3.time.DurationFormatUtils,159,30,30
org.apache.commons.lang3.time.DurationFormatUtils,30,30,30
org.apache.commons.lang3.Validate,65,24,4
org.apache.commons.lang3.Validate,87,30,22
org.apache.commons.lang3.Validate,118,25,23
org.apache.commons.lang3.Validate,54,30,24
org.apache.commons.lang3.Validate,108,22,29
org.apache.commons.lang3.Validate,129,30,30
org.apache.commons.math3.analysis.FunctionUtils,21,28,0
org.apache.commons.math3.analysis.FunctionUtils,82,0,0
org.apache.commons.math3.analysis.FunctionUtils,14,0,0
org.apache.commons.math3.analysis.FunctionUtils,36,0,0
org.apache.commons.math3.analysis.FunctionUtils,55,0,0
org.apache.commons.math3.analysis.FunctionUtils,48,0,0
org.apache.commons.math3.analysis.FunctionUtils,101,0,0
org.apache.commons.math3.analysis.FunctionUtils,110,30,30
org.apache.commons.math3.analysis.FunctionUtils,125,30,30
org.apache.commons.math3.analysis.FunctionUtils,91,30,30
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,45,27,0
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,77,17,0
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,68,1,0
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,40,30,1
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,18,30,30
org.apache.commons.math3.dfp.DfpDec,101,0,0
org.apache.commons.math3.dfp.DfpDec,133,0,0
org.apache.commons.math3.dfp.DfpDec,116,0,0
org.apache.commons.math3.dfp.DfpDec,29,0,0
org.apache.commons.math3.dfp.DfpDec,3,30,26
org.apache.commons.math3.dfp.DfpDec,9,30,27
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,21,30,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,22,30,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,24,30,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,44,0,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,40,0,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,55,0,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,66,30,0
org.apache.commons.math3.fraction.Fraction,68,30,13
org.apache.commons.math3.fraction.Fraction,42,30,13
org.apache.commons.math3.fraction.Fraction,95,30,25
org.apache.commons.math3.fraction.Fraction,35,30,25
org.apache.commons.math3.fraction.Fraction,54,30,26
org.apache.commons.math3.fraction.Fraction,50,30,28
org.apache.commons.math3.fraction.Fraction,27,30,30
org.apache.commons.math3.fraction.Fraction,102,30,30
org.apache.commons.math3.fraction.Fraction,33,30,30
org.apache.commons.math3.fraction.Fraction,17,30,30
org.apache.commons.math3.fraction.Fraction,21,30,30
org.apache.commons.math3.fraction.ProperFractionFormat,15,26,1
org.apache.commons.math3.fraction.ProperFractionFormat,21,24,5
org.apache.commons.math3.fraction.ProperFractionFormat,12,29,6
org.apache.commons.math3.fraction.ProperFractionFormat,8,30,9
org.apache.commons.math3.fraction.ProperFractionFormat,3,30,30
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet,39,30,8
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet,10,30,30
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet,24,30,30
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet,4,30,30
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet,28,30,30
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet,29,30,30
org.apache.commons.math3.geometry.euclidean.threed.Rotation,79,29,2
org.apache.commons.math3.geometry.euclidean.threed.Rotation,52,30,4
org.apache.commons.math3.geometry.euclidean.threed.Rotation,21,30,19
org.apache.commons.math3.geometry.euclidean.threed.Rotation,53,30,25
org.apache.commons.math3.geometry.euclidean.threed.Rotation,105,30,26
org.apache.commons.math3.geometry.euclidean.threed.Rotation,4,30,30
org.apache.commons.math3.geometry.euclidean.threed.Rotation,6,30,30
org.apache.commons.math3.geometry.euclidean.threed.Rotation,34,30,30
org.apache.commons.math3.linear.MatrixUtils,74,13,1
org.apache.commons.math3.linear.MatrixUtils,24,17,2
org.apache.commons.math3.linear.MatrixUtils,130,16,2
org.apache.commons.math3.linear.MatrixUtils,103,10,2
org.apache.commons.math3.linear.MatrixUtils,126,21,11
org.apache.commons.math3.linear.MatrixUtils,155,28,12
org.apache.commons.math3.linear.MatrixUtils,149,29,14
org.apache.commons.math3.linear.MatrixUtils,93,26,15
org.apache.commons.math3.linear.RectangularCholeskyDecomposition,2,30,30
org.apache.commons.math3.linear.SchurTransformer,43,3,0
org.apache.commons.math3.linear.SchurTransformer,73,30,2
org.apache.commons.math3.linear.SchurTransformer,29,28,2
org.apache.commons.math3.linear.SchurTransformer,59,29,2
org.apache.commons.math3.linear.SchurTransformer,53,28,2
org.apache.commons.math3.linear.SchurTransformer,50,26,2
org.apache.commons.math3.linear.SchurTransformer,32,30,26
org.apache.commons.math3.linear.SchurTransformer,9,30,26
org.apache.commons.math3.linear.SchurTransformer,17,30,30
org.apache.commons.math3.ode.AbstractIntegrator,36,0,0
org.apache.commons.math3.ode.AbstractIntegrator,6,29,29
org.apache.commons.math3.ode.AbstractIntegrator,27,29,29
org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaIntegrator,58,0,0
org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaIntegrator,43,6,1
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,26,22,0
org.apache.commons.math3.optim.univariate.BrentOptimizer,40,0,0
org.apache.commons.math3.optim.univariate.BrentOptimizer,3,30,30
org.apache.commons.math3.optim.univariate.BrentOptimizer,1,30,30
org.apache.commons.math3.optimization.direct.CMAESOptimizer,67,0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,77,0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,247,0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,62,0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,186,0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,92,0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,44,0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,100,0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,164,0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,200,0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,149,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,128,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,141,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,171,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,165,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,113,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,187,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,117,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,189,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,195,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,126,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,160,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,97,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,88,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,7,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,207,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,72,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,2,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,49,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,30,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,100,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,108,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,60,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,63,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,122,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,77,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,96,0,0
org.apache.commons.math3.optimization.linear.SimplexTableau,79,0,0
org.apache.commons.math3.util.MathUtils,28,30,1
org.apache.commons.math3.util.MathUtils,22,30,30
org.apache.commons.math3.util.MathUtils,3,30,30
org.apache.commons.math3.util.MathUtils,2,30,30
org.apache.commons.math3.util.MathUtils,56,30,30
org.apache.commons.math3.util.MathUtils,62,30,30
org.apache.commons.math3.util.MultidimensionalCounter,33,30,29
org.apache.commons.math3.util.MultidimensionalCounter,26,30,30
org.apache.commons.math3.util.MultidimensionalCounter,13,30,30
org.apache.lucene.search.exposed.ExposedTimSort,143,0,0
org.apache.lucene.search.exposed.ExposedTimSort,184,0,0
org.apache.lucene.search.exposed.ExposedTimSort,54,0,0
org.apache.lucene.search.exposed.ExposedTimSort,370,1,0
org.apache.lucene.search.exposed.ExposedTimSort,364,1,0
org.apache.lucene.search.exposed.ExposedTimSort,358,10,0
org.apache.lucene.search.exposed.ExposedTimSort,366,9,0
org.apache.lucene.search.exposed.ExposedTimSort,362,2,0
org.apache.lucene.search.exposed.ExposedTimSort,100,0,0
org.apache.lucene.search.exposed.ExposedTimSort,321,9,0
org.apache.lucene.search.exposed.ExposedTimSort,217,1,0
org.apache.lucene.search.exposed.ExposedTimSort,337,9,0
org.apache.lucene.search.exposed.ExposedTimSort,126,0,0
org.apache.lucene.search.exposed.ExposedTimSort,7,0,0
org.apache.lucene.search.exposed.ExposedTimSort,289,0,0
org.apache.lucene.search.exposed.ExposedTimSort,24,6,0
org.apache.lucene.search.exposed.ExposedTimSort,35,7,0
org.apache.lucene.search.exposed.ExposedTimSort,324,9,0
org.apache.lucene.search.exposed.ExposedTimSort,30,7,0
org.apache.lucene.search.exposed.ExposedTimSort,317,10,0
org.apache.lucene.search.exposed.ExposedTimSort,58,3,0
org.apache.lucene.search.exposed.ExposedTimSort,62,3,0
org.apache.lucene.search.exposed.ExposedTimSort,133,30,4
org.apache.lucene.search.exposed.ExposedTimSort,145,30,4
org.asphodel.DefaultRepositoryManager,7,0,0
org.databene.jdbacl.DBUtil,107,2,0
org.databene.jdbacl.DBUtil,34,0,0
org.databene.jdbacl.DBUtil,72,0,0
org.databene.jdbacl.DBUtil,140,4,0
org.databene.jdbacl.DBUtil,155,0,0
org.databene.jdbacl.DBUtil,56,1,0
org.databene.jdbacl.DBUtil,189,0,0
org.databene.jdbacl.DBUtil,187,0,0
org.databene.jdbacl.DBUtil,28,4,5
org.databene.jdbacl.DBUtil,118,27,6
org.databene.jdbacl.DBUtil,67,24,9
org.databene.jdbacl.DBUtil,95,30,29
org.databene.jdbacl.DBUtil,15,30,30
org.databene.jdbacl.SQLUtil,59,12,0
org.databene.jdbacl.SQLUtil,20,2,0
org.databene.jdbacl.SQLUtil,178,11,1
org.databene.jdbacl.SQLUtil,170,27,4
org.databene.jdbacl.SQLUtil,125,29,13
org.databene.jdbacl.SQLUtil,105,30,23
org.databene.jdbacl.SQLUtil,7,30,28
org.databene.jdbacl.SQLUtil,167,30,30
org.exolab.jms.net.connector.DefaultConnectionPool,73,0,0
org.exolab.jms.net.connector.DefaultConnectionPool,91,0,0
org.exolab.jms.net.connector.DefaultConnectionPool,80,0,0
org.exolab.jms.net.connector.DefaultConnectionPool,47,0,0
org.exolab.jms.net.connector.DefaultConnectionPool,81,0,0
org.exolab.jms.net.socket.SocketRequestInfo,21,30,30
org.firebirdsql.encodings.EncodingFactory,97,0,0
org.firebirdsql.encodings.EncodingFactory,59,0,0
org.firebirdsql.encodings.EncodingFactory,37,0,0
org.firebirdsql.encodings.EncodingFactory,33,0,0
org.firebirdsql.encodings.EncodingFactory,173,30,30
org.firebirdsql.encodings.EncodingFactory,2,30,30
org.firebirdsql.encodings.EncodingFactory,190,30,30
org.firebirdsql.encodings.EncodingFactory,30,30,30
org.firebirdsql.encodings.EncodingFactory,64,30,30
org.firebirdsql.encodings.EncodingFactory,48,30,30
org.firebirdsql.encodings.EncodingFactory,70,30,30
org.firebirdsql.jdbc.FBProcedureCall,42,0,0
org.firebirdsql.jdbc.FBProcedureCall,57,14,0
org.firebirdsql.jdbc.FBProcedureCall,51,0,0
org.firebirdsql.jdbc.FBProcedureCall,28,26,0
org.firebirdsql.jdbc.FBProcedureCall,32,0,0
org.firebirdsql.jdbc.FBProcedureCall,72,30,27
org.firebirdsql.jdbc.FBProcedureCall,21,30,29
org.firebirdsql.jdbc.FBProcedureCall,50,30,30
org.firebirdsql.jdbc.FBProcedureCall,83,30,30
org.firebirdsql.jdbc.FBProcedureCall,2,30,30
org.fixsuite.message.Library,26,0,6
org.fixsuite.message.Library,15,0,10
org.fixsuite.message.Library,8,30,30
org.fixsuite.message.view.TreeView,22,0,0
org.fixsuite.message.view.TreeView,18,0,0
org.fixsuite.message.view.TreeView,33,0,0
org.fixsuite.message.view.TreeView,49,30,30
org.heal.module.search.AdvSearchDAO,28,14,0
org.heal.module.search.AdvSearchDAO,123,0,0
org.heal.module.search.AdvSearchDAO,104,0,0
org.heal.module.search.AdvSearchDAO,132,6,0
org.heal.module.search.AdvSearchDAO,106,25,1
org.heal.module.search.AdvSearchDAO,99,30,11
org.heal.module.search.AdvSearchDAO,77,30,23
org.heal.module.search.AdvSearchDAO,163,30,30
org.heal.module.search.AdvSearchDAO,142,30,30
org.heal.module.search.AdvSearchDAO,165,30,30
org.heal.module.search.AdvSearchDAO,62,30,30
org.heal.util.InterfaceUtilitiesBean,32,30,30
org.hibernate.search.util.logging.impl.LoggerFactory,2,30,30
org.javathena.login.Login,80,10,0
org.javathena.login.Login,76,0,0
org.javathena.login.Login,33,0,0
org.javathena.login.Login,234,0,0
org.javathena.login.Login,198,0,0
org.javathena.login.Login,204,0,0
org.javathena.login.Login,157,3,0
org.javathena.login.Login,158,0,0
org.javathena.login.Login,192,0,0
org.javathena.login.Login,130,11,0
org.javathena.login.Login,120,0,0
org.javathena.login.Login,151,0,0
org.javathena.login.Login,83,22,7
org.javathena.login.Login,252,30,15
org.javathena.login.Login,136,25,19
org.javathena.login.Login,216,30,30
org.javathena.login.Login,232,30,30
org.javathena.login.parse.FromClient,32,0,0
org.javathena.login.parse.FromClient,45,2,0
org.javathena.login.parse.FromClient,36,30,22
org.javathena.login.UserManagement,253,0,0
org.javathena.login.UserManagement,260,0,0
org.javathena.login.UserManagement,199,0,0
org.javathena.login.UserManagement,200,0,0
org.javathena.login.UserManagement,64,0,0
org.javathena.login.UserManagement,48,0,0
org.javathena.login.UserManagement,53,0,0
org.javathena.login.UserManagement,57,0,0
org.javathena.login.UserManagement,100,0,0
org.javathena.login.UserManagement,224,0,0
org.javathena.login.UserManagement,118,0,0
org.javathena.login.UserManagement,320,0,0
org.javathena.login.UserManagement,180,0,0
org.javathena.login.UserManagement,312,0,0
org.javathena.login.UserManagement,318,0,0
org.javathena.login.UserManagement,3,30,27
org.javathena.login.UserManagement,156,30,28
org.javathena.utiles.ConfigurationManagement,114,0,0
org.javathena.utiles.ConfigurationManagement,110,0,0
org.javathena.utiles.ConfigurationManagement,85,0,0
org.javathena.utiles.ConfigurationManagement,63,1,0
org.javathena.utiles.ConfigurationManagement,108,0,0
org.javathena.utiles.ConfigurationManagement,102,0,0
org.javathena.utiles.ConfigurationManagement,168,0,0
org.javathena.utiles.ConfigurationManagement,46,29,30
org.javathena.utiles.ConfigurationManagement,54,30,30
org.javathena.utiles.ConfigurationManagement,21,30,30
org.javathena.utiles.ConfigurationManagement,5,30,30
org.javex.Expression,53,0,0
org.javex.Expression,133,0,0
org.javex.Expression,85,30,4
org.javex.Expression,33,30,5
org.javex.Expression,79,30,6
org.javex.Expression,170,30,9
org.javex.Expression,104,30,19
org.javex.Expression,3,30,29
org.javex.Expression,164,30,30
org.javex.Expression,2,30,30
org.jcvi.jillion.assembly.ca.frg.Distance,24,30,4
org.jcvi.jillion.assembly.ca.frg.Distance,20,30,30
org.jcvi.jillion.assembly.consed.phd.DefaultPhdReadTag,61,19,0
org.jcvi.jillion.assembly.consed.phd.DefaultPhdReadTag,56,25,0
org.jcvi.jillion.assembly.consed.phd.DefaultPhdReadTag,14,30,30
org.jcvi.jillion.assembly.consed.phd.DefaultPhdReadTag,2,30,30
org.jdom2.output.SAXOutputter,87,26,1
org.jdom2.output.SAXOutputter,59,25,3
org.jdom2.output.SAXOutputter,48,30,10
org.jdom2.output.SAXOutputter,66,30,23
org.jdom2.output.SAXOutputter,11,30,28
org.jdom2.output.XMLOutputter,40,29,6
org.jdom2.output.XMLOutputter,37,30,13
org.jdom2.transform.JDOMResult,38,30,26
org.jdom2.transform.JDOMResult,39,30,30
org.jdom2.util.NamespaceStack,50,18,0
org.jdom2.util.NamespaceStack,78,0,0
org.jdom2.util.NamespaceStack,61,30,10
org.jdom2.Verifier,61,3,0
org.jdom2.Verifier,63,2,0
org.jdom2.Verifier,130,2,0
org.jdom2.Verifier,129,0,0
org.jdom2.Verifier,91,1,0
org.jdom2.Verifier,96,24,7
org.jdom2.Verifier,47,29,12
org.jdom2.Verifier,51,29,13
org.jdom2.Verifier,241,30,22
org.jdom2.Verifier,94,29,25
org.jdom2.Verifier,92,29,26
org.jdom2.Verifier,68,27,27
org.jdom2.Verifier,274,29,28
org.jdom2.Verifier,146,30,28
org.jdom2.Verifier,14,30,30
org.jdom2.Verifier,197,30,30
org.jdom2.Verifier,233,30,30
org.jdom2.Verifier,208,30,30
org.jdom2.Verifier,44,30,30
org.jdom2.Verifier,37,30,30
org.jdom2.Verifier,138,30,30
org.jdom2.Verifier,260,30,30
org.jdom2.Verifier,186,30,30
org.jfree.chart.axis.Axis,76,2,0
org.jfree.chart.axis.Axis,104,1,0
org.jfree.chart.axis.Axis,26,0,0
org.jfree.chart.axis.Axis,111,10,2
org.jfree.chart.axis.Axis,39,4,3
org.jfree.chart.axis.Axis,18,26,12
org.jfree.chart.axis.Axis,4,27,21
org.jfree.chart.plot.MultiplePiePlot,64,13,0
org.jfree.chart.plot.MultiplePiePlot,52,1,0
org.jfree.chart.plot.MultiplePiePlot,50,1,0
org.jfree.chart.plot.MultiplePiePlot,27,16,2
org.jfree.chart.plot.MultiplePiePlot,77,30,24
